track_uri,track_name,track_pop,artist_uri,artist_name,artist_pop,artist_genres,album,album_uri,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_genre
0BHt079FxykoRheDqAxoAi,Iron and Bone,19,4U6cZkjQE5aIsCnfL9DaJk,Cavedoll,36,"['indie pop rock', 'slc indie']",Iron and Bone,spotify:album:1zNjcYAmuNPXHzywXlWpPI,0.519,0.58,7,1,-11.295,0.0395,0.18,0.212,0.0891,0.586,133.944,529219,4,rock
6hWz8URPgTEJLB7Eqop4OT,"Ducky, Boris and Dart",32,3W4xM5XYtUp4ifYYPVKVdk,Grandaddy,42,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'noise pop', 'slowcore']",Blu Wav,spotify:album:1rGrX7K22LN6LOZQ9x802C,0.298,0.226,7,1,-11.512,0.035,0.745,0.000197,0.109,0.233,128.014,212220,3,rock
7CxhGUugf3v8Eb8rjn7vfR,This Time (with The Elovaters),21,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.768,0.49,7,1,-6.464,0.0349,0.026,2.4e-05,0.0893,0.602,145.939,158373,4,rock
2tIJgO3jcpoU1vVE6jJAyT,Snake Oil,39,3Ig1cmnFAUxpTEYVjTRkLo,Tyler Bryant & the Shakedown,36,"['modern blues rock', 'modern hard rock']",Snake Oil,spotify:album:60dE4Bn5vZGZIpFGxsufOY,0.548,0.908,0,1,-5.701,0.0332,0.000194,2.84e-05,0.266,0.321,125.922,237373,4,rock
3w5gdByCRKnVrUuWigS0Se,Always Do,27,6qk2W9h3eE5UtPJlIatzsY,Meredith Andrews,43,"['ccm', 'christian alternative rock', 'christian music']",Heaven's Frequency,spotify:album:6f1Jkfs8tfgM7G2tmUXxbj,0.403,0.624,3,1,-6.019,0.0349,0.0367,0.0,0.12,0.308,151.798,208055,3,rock
1Xkw13Zrp9Hph4xyuO5F4L,Rev It Up & Go - Live,5,2ibPkysx2PXqWLmxFD7jSg,Stray Cats,46,"['instrumental surf', 'rockabilly']",The Toronto Strut (Live),spotify:album:7IomcZG8dtGYWhQ0Uybewc,0.279,0.911,6,1,-10.441,0.0608,0.00264,5.98e-05,0.916,0.871,168.39,185213,4,rock
0fA7Z1B0SzuOTIXwl7ncTw,Roots and Herbs,30,4frHO7KPcfMjhnVdIMJ98c,Tarrus Riley,55,"['dancehall', 'lovers rock']",Roots and Herbs,spotify:album:10sodac23g7T9feYJE6nKD,0.803,0.73,5,0,-3.697,0.173,0.337,0.0,0.17,0.944,152.04,152424,4,rock
5h7vHgtavkrI9raUoRq9NU,Second of June,39,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL,0.566,0.693,5,1,-7.394,0.0321,0.419,0.00232,0.115,0.314,120.002,236560,4,rock
0oSxud0muwAfWIZf55lx8Z,Becoming A Coward,20,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.599,0.684,7,1,-6.558,0.0508,0.0651,0.000693,0.385,0.821,80.973,225907,4,rock
4MKDPj4JBiB53xdT4m5jRa,Prayer of a Child,52,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,69,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Prayer of a Child,spotify:album:178WnPfId9ExhG95JDEg1j,0.361,0.263,2,1,-12.181,0.0314,0.736,0.000628,0.138,0.111,78.162,237800,4,rock
2he8VOcXP0xYs3vdWi3H7Q,Chemical Animal,40,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL,0.561,0.706,9,1,-8.281,0.0246,0.0768,0.146,0.171,0.137,111.029,273667,4,rock
5CCdDwULk6Ln32buHix658,Jack And Jill,1,7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,38,"['bubblegum pop', 'classic garage rock', 'merseybeat', 'rock-and-roll']",Dizzy [Audiophile Edition],spotify:album:5HCQgSyvq1iukLEGZZ0ySC,0.698,0.572,7,1,-11.308,0.0765,0.0658,0.0,0.105,0.72,101.013,152267,4,rock
09OFv5RU0Kmt87RldnuvAA,Kiss And Run,1,7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,38,"['bubblegum pop', 'classic garage rock', 'merseybeat', 'rock-and-roll']",Dizzy [Audiophile Edition],spotify:album:5HCQgSyvq1iukLEGZZ0ySC,0.739,0.435,9,1,-12.208,0.0307,0.244,0.0,0.0344,0.963,98.571,136160,4,rock
0B6qOQRkyMkVREJAqpa7qN,Strong (with Brian Wison),28,59hLmB5DrdihCYtNeFeW1U,Glen Campbell,60,"['adult standards', 'arkansas country', 'classic country pop', 'country rock', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",Glen Campbell Duets: Ghost On The Canvas Sessions,spotify:album:5YFkGhaiIJVkOqfmq3IvAw,0.522,0.447,6,1,-7.302,0.0241,0.642,0.00232,0.14,0.414,98.957,220109,4,rock
1OW9gCaK7SqaLR7s8wjkLA,Pure Poor,39,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL,0.484,0.645,4,1,-7.607,0.029,0.18,0.0228,0.106,0.113,100.009,318773,4,rock
6St4NHviyn7Wvs2RGlOaGv,I'm On The Outside (Looking In),44,3PF1KBeHYb14yKgsiE693V,Little Anthony & The Imperials,41,"['classic soul', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll']",Back To Black: Songs From The Original Motion Picture,spotify:album:5SYN1dxT7qz79VBKQSv2ot,0.393,0.281,7,1,-10.558,0.0344,0.861,2.23e-06,0.289,0.277,185.574,192067,3,rock
4TPs8smHtKTzpmzusZl6Hj,Palmz & Evergreenz,15,6nlxcJwoRgruZzDaNLxyjh,Mellodose,40,"['reggae rock', 'west coast reggae']",Best Trip,spotify:album:2UKu4UOxWpIyuebL2MVCQc,0.651,0.722,1,0,-7.513,0.161,0.157,0.754,0.369,0.668,149.93,152930,4,rock
3KqebgSFvyPBx8pC1u14L9,Frankie and Johnny,39,2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,70,"['mellow gold', 'soft rock']",Swing Fever,spotify:album:22tx1I0M6sElj88FEiBP5u,0.636,0.726,5,1,-5.017,0.0584,0.346,3.39e-06,0.288,0.885,119.183,182213,4,rock
4h0TfSWGccc4kZVKmijWWX,The Death Of The Punchline,40,3qkZBMz5JgmRN9u5wwhRC6,The Hold Steady,37,"['alternative country', 'heartland rock']",The Death Of The Punchline / Radar & Leda,spotify:album:5xOUyhagdj6m99JalP95MG,0.321,0.934,4,1,-6.515,0.173,0.107,1.52e-06,0.132,0.504,75.87,209000,4,rock
5AzZV7N5SKIZaPOMWOehQ0,God Made a New Chord,29,3FMcVBx2TMq2f5gEPcUieC,Josiah and the Bonnevilles,61,"['modern folk rock', 'stomp and holler']",Endurance (Deluxe),spotify:album:1lHMwQNP6G1dkVeQto2yYA,0.577,0.407,6,1,-5.532,0.0351,0.563,0.0,0.184,0.44,76.568,53683,4,rock
2EOPs0jLYwuLF1U01iE7VY,Pathological (with Bumpin Uglies),19,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.734,0.601,0,1,-6.506,0.0349,0.00645,6.42e-06,0.114,0.743,152.066,220067,4,rock
2WqFohm7eMgsIiGVgvG3xe,Off The Rip,19,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.663,0.732,2,1,-6.086,0.0326,0.00387,7.02e-05,0.188,0.762,154.156,194707,4,rock
5rb2HE8xzKW44kzo3UqZvE,Crash Landing,26,4iqIJfjADgX6Qs4ICjE0j5,Kings and Comrades,26,"['east coast reggae', 'reggae rock']",Crash Landing,spotify:album:5U8PirpJPcYDXodDbvIIk9,0.611,0.816,3,0,-4.693,0.0841,0.273,0.0,0.247,0.892,145.981,253973,4,rock
4WrxZsRgrDUIAG6AWo9xFI,Todo El Mundo,42,5Yu3b48Y29bZlI1cLPOZJz,Danny Gokey,56,"['ccm', 'christian alternative rock', 'christian music', 'idol']",Todo El Mundo,spotify:album:0e7KLjcWrnx4ee71Bq89IT,0.702,0.844,0,1,-3.33,0.0733,0.0327,0.0,0.0518,0.857,117.816,182575,4,rock
4kqhruZ93o6n22WmiFiCyL,Neighbors (with Ballyhoo!),18,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.586,0.878,7,1,-4.603,0.0606,0.00757,0.0,0.23,0.764,79.711,218667,4,rock
6zpszgEayL9VXv4BMgpXfI,Her Melody (with HIRIE),18,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.721,0.602,3,1,-6.878,0.0331,0.00703,1.81e-06,0.258,0.721,144.985,204449,4,rock
4nU7tEaonXSLLCyhiQjmnA,High & Dry,26,6wpI4AEN6UO7ksNN23RGEf,Scott H. Biram,37,"['alternative roots rock', 'austin singer-songwriter', 'deathgrass', 'garage punk blues', 'one-person band', 'outlaw country', 'san marcos tx indie']",The One & Only Scott H. Biram,spotify:album:4OtDSXwGmx0d7vfNAT67Mz,0.441,0.575,0,1,-10.058,0.079,0.659,0.000148,0.0937,0.656,85.989,194807,4,rock
2C3dOc2WGtP6ZkOq1HG8Rd,Bemba Colorá (feat. Gloria Estefan & Mimy Succar),35,6OQrOpxSIfPai3cFaN4v4P,Sheila E.,39,"['disco', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'quiet storm', 'rock drums', 'urban contemporary']",Bemba Colorá (feat. Gloria Estefan & Mimy Succar),spotify:album:7MOMmE6Dc6H6ZOzUW6SCug,0.668,0.667,5,0,-6.303,0.0883,0.364,2.1e-05,0.0953,0.899,116.049,305333,4,rock
1eA865n8bPQNb4lK9L5YUN,Bean Fields,31,6A5Ns1SpGWTt8SzXPwiqVE,Shannon & The Clams,42,"['bay area indie', 'indie garage rock', 'oakland indie', 'power-pop punk']",Real Or Magic,spotify:album:0b6XUCiA0QGgHDQPVZQGfL,0.356,0.862,0,1,-5.92,0.0882,0.118,0.0,0.685,0.882,207.69,185101,4,rock
52sNs9XxT8DKcBneW8iZAP,Black Sunflower,17,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.776,0.615,8,1,-7.464,0.0323,0.0434,2.31e-06,0.343,0.799,142.063,190893,4,rock
02o1nHu4UoS6oQeqe6et1w,Oh K,17,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.719,0.805,1,0,-7.332,0.0484,0.00727,4.73e-05,0.121,0.577,81.038,177307,4,rock
7GXN6UQmCctQuSuFo2fbjU,Nothing But The Whole Wide World (with Eric Clapton),28,59hLmB5DrdihCYtNeFeW1U,Glen Campbell,60,"['adult standards', 'arkansas country', 'classic country pop', 'country rock', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",Glen Campbell Duets: Ghost On The Canvas Sessions,spotify:album:5YFkGhaiIJVkOqfmq3IvAw,0.672,0.509,2,1,-8.375,0.0261,0.798,0.0,0.0873,0.61,141.944,215282,4,rock
531EzPNML3SDgDV2VPX48r,Brand New Hairdo,16,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",Off The Rip,spotify:album:2BZXEA2R1RtCfVp1uZbjaX,0.611,0.69,4,0,-5.84,0.0395,0.00911,4.29e-06,0.219,0.778,150.039,190160,4,rock
7jA6a0lsxKS41RGIewOQg6,Found and Lost,31,4vs7NIU7kZc2Efh6yOGKEZ,Steve Hackett,38,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",The Circus and the Nightwhale,spotify:album:40oW7mVcb7BlaICfrQGMTW,0.15,0.0892,11,0,-20.612,0.0313,0.899,0.000472,0.212,0.111,178.108,109987,3,rock
3B89b8PCpTARBBw7fkom8M,No Weapon,24,6qk2W9h3eE5UtPJlIatzsY,Meredith Andrews,43,"['ccm', 'christian alternative rock', 'christian music']",Heaven's Frequency,spotify:album:6f1Jkfs8tfgM7G2tmUXxbj,0.239,0.578,8,1,-6.678,0.0343,0.465,0.0,0.106,0.176,152.188,618304,4,rock
02CBintgkf4evvu4aYpC55,Worried Mind,34,4FXvPjJz57tIo23OpzHlYC,Robert Jon & the Wreck,34,"['modern blues rock', 'modern southern rock']",Worried Mind,spotify:album:0rzZ41hCdi024FPDTCdTdW,0.517,0.494,7,1,-6.132,0.0272,0.455,2.88e-05,0.242,0.404,146.815,226880,3,rock
5wb0ntpQ25SSlwTbd7dzPn,Hey Lou Reid,38,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL,0.311,0.413,6,1,-11.53,0.0334,0.707,0.281,0.115,0.0539,80.903,375293,4,rock
6pSOUDjx25CP0Y4nAJEM3D,"On the Road Again - Live at The Hollywood Bowl, Los Angeles, CA - April 30, 2023",23,5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,70,"['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter']",Long Story Short: Willie Nelson 90 (Live At Hollywood Bowl),spotify:album:1d6bEE3fpUfav6T1IdUBth,0.366,0.915,4,1,-4.61,0.108,0.445,0.0304,0.909,0.386,120.969,144570,4,rock
64xe2dnmTzEOOhZcRvOw3w,Joe & Ruth,21,7j8ds7BnqaEKuz1a1GN0J9,Worn-Tin,33,['indie garage rock'],Lurlene,spotify:album:0Wz8QvnJSyW87APwps4Yb1,0.709,0.595,2,1,-8.618,0.0298,0.732,0.00809,0.138,0.413,75.01,232049,4,rock
1HPu7gBhFrCu0RfuuDt7KW,Ballad Of A Broken Hearted Man,34,4FXvPjJz57tIo23OpzHlYC,Robert Jon & the Wreck,34,"['modern blues rock', 'modern southern rock']",Ballad Of A Broken Hearted Man,spotify:album:6dWnwmKLS6ih4vSwPBVrah,0.433,0.752,7,1,-4.583,0.0351,0.0278,0.00202,0.135,0.274,151.973,323653,4,rock
3mIEJDyhKRsaYULdagKJ72,Safe Place,23,6qk2W9h3eE5UtPJlIatzsY,Meredith Andrews,43,"['ccm', 'christian alternative rock', 'christian music']",Heaven's Frequency,spotify:album:6f1Jkfs8tfgM7G2tmUXxbj,0.208,0.553,2,1,-6.812,0.0362,0.425,3.68e-06,0.0994,0.151,146.687,322547,4,rock
5t7mSEhkDEmAoIgHRjwNgs,Serpentskirt - 2024 Remaster,33,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,62,"['alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'shoegaze', 'synthpop']",Milk & Kisses (2024 Remaster),spotify:album:5ePLaqSwndgkUjFrndNyIn,0.485,0.445,4,0,-11.821,0.0233,0.556,0.000132,0.122,0.748,78.012,240034,4,rock
6NyWKXFYaw29rFuAIgrgpq,Chemical Animal,36,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Chemical Animal,spotify:album:4LUYV8jcT97Xoy9sI1TPs3,0.561,0.706,9,1,-8.281,0.0246,0.0768,0.146,0.171,0.137,111.029,273667,4,rock
2vaAgbmLAwJiYe1IoVDrn6,Fiddle and the Drum,23,5hW4L92KnC6dX9t7tYM4Ve,Joni Mitchell,60,"['canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter']",Fiddle and the Drum,spotify:album:6zQZXTN4De7grTEbBlc3C3,0.285,0.0233,5,1,-19.654,0.0639,0.911,1.8e-06,0.11,0.0469,65.12,261396,5,rock
0UgGs4aKpyfMqVLjDEtOQY,Devil You Know,25,5RM955coCWa6UkFtlMapwC,Tim Montana,41,['modern southern rock'],Songs From Savage,spotify:album:2bsVPrz9kvvjtKsD0FRahJ,0.431,0.832,1,1,-4.185,0.0428,0.00889,1.31e-06,0.0828,0.357,147.164,179888,4,rock
04whr72fwhUg3gSezpgQ9N,Trial By Fire,38,2tRsMl4eGxwoNabM08Dm4I,Judas Priest,66,"['album rock', 'alternative metal', 'birmingham metal', 'glam metal', 'hard rock', 'metal', 'rock']",The Serpent and the King,spotify:album:53T5pDi25DmqJiQgHdinBq,0.414,0.896,10,0,-6.45,0.0491,0.000256,0.0031,0.218,0.396,165.063,261014,3,rock
58zjdz6ZARRpqHAGO4a1yr,Bells for Kith and Kin,24,74KPeP60dRLSAAk7sFtWTC,Sleepytime Gorilla Museum,26,"['avant-garde metal', 'avant-prog', 'avant-rock', 'funk metal', 'rock in opposition']",of the Last Human Being,spotify:album:21sPynlIngwnuIOcltyRjv,0.255,0.0698,10,1,-25.629,0.0357,0.826,0.392,0.0969,0.0271,113.925,85506,4,rock
4rqKWlcBs15b80g5jJmxXN,Panic Attack,38,2tRsMl4eGxwoNabM08Dm4I,Judas Priest,66,"['album rock', 'alternative metal', 'birmingham metal', 'glam metal', 'hard rock', 'metal', 'rock']",The Serpent and the King,spotify:album:53T5pDi25DmqJiQgHdinBq,0.523,0.949,10,0,-5.452,0.0994,0.000108,0.253,0.37,0.299,95.002,325988,4,rock
5pvETMvFThIqCl6Rng2jgj,What He's Done,22,6qk2W9h3eE5UtPJlIatzsY,Meredith Andrews,43,"['ccm', 'christian alternative rock', 'christian music']",Heaven's Frequency,spotify:album:6f1Jkfs8tfgM7G2tmUXxbj,0.369,0.598,2,1,-6.908,0.0411,0.0971,0.0,0.505,0.234,141.991,410181,4,rock
3OpFP8jddG6JdgoONtLJT9,I Like It When I'm Driving And You Fall Asleep In The Passenger Seat,30,1LcsFT5fwJajcpAqmlitHX,Good Weather For An Airstrike,33,"['ambient post-rock', 'compositional ambient', 'drift']",I Like It When I'm Driving And You Fall Asleep In The Passenger Seat,spotify:album:2UgZdEOMZGMIY0a72Ie1s9,0.265,0.265,4,0,-21.059,0.0562,0.877,0.891,0.0918,0.068,126.894,192097,4,rock
3qa5z4G6aXJYbOXHVYl9g6,Make It Feel Like The Garden,35,5XOV5b7cxUgB9PcoLBn69l,Eliza & The Delusionals,29,['australian indie rock'],Make It Feel Like The Garden,spotify:album:3kDgd4DwzU2hHB4dTAbniT,0.347,0.655,4,1,-4.941,0.0344,0.007,6.79e-05,0.1,0.44,182.03,220383,4,rock
1ZB3aywNsVPTp6dtuTDaXt,Turn And Walk Away,33,12LgviUQ9DbfYJJ9niDWRq,Walter Trout,39,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'southern rock']",Broken,spotify:album:3XXt7jo30yi07AseATCdby,0.256,0.837,7,0,-4.422,0.076,0.451,0.00195,0.0749,0.426,152.152,273016,4,rock
7hmNlCxllb4x9WHjOJNu9k,The Moon Is In The Wrong Place,28,6A5Ns1SpGWTt8SzXPwiqVE,Shannon & The Clams,42,"['bay area indie', 'indie garage rock', 'oakland indie', 'power-pop punk']",Real Or Magic,spotify:album:0b6XUCiA0QGgHDQPVZQGfL,0.307,0.821,0,1,-6.344,0.0833,0.0124,1.22e-05,0.109,0.443,162.152,179544,4,rock
2AoVHNIBxqElmunM1cUClS,Homemade - Live from the Wiltern Theatre,36,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,63,"['contemporary country', 'country', 'country road', 'modern country rock']",Palm Trees & Palm Readers - Jake Owen: Live in Los Angeles (Set 2),spotify:album:3BxVUZwGzpVR1mMTax2JWU,0.493,0.546,6,1,-11.386,0.0488,0.02,0.0,0.972,0.447,145.907,312205,4,rock
4TPjkOcTrlsWXZ5ujUUFs8,Kubla Khan And The Merchant Of Venice,38,71vVmHeNgCVSa5SVmfvscU,Saxon,49,"['glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal']","Hell, Fire And Damnation",spotify:album:4DcQ33Fg2ZYJSkhoehGI21,0.521,0.967,11,1,-5.874,0.106,0.00016,0.00997,0.254,0.221,114.986,255920,4,rock
4Gcjj1AOvS8zQdGqLvOdMd,Black and Blue,19,29q1axQPERERxUzqufXMqB,Together Pangea,40,"['indie garage rock', 'indie punk']","Badillac B-Sides, Vol.1",spotify:album:7copLHMMyGxbC5A6MSJ7Er,0.24,0.903,11,1,-9.139,0.103,0.0003,0.0183,0.328,0.37,86.164,160493,4,rock
26rzDHp6iMMnCRt04OPEcB,Good Vibes Only,49,6jTnHxhb6cDCaCu4rdvsQ0,Hot Chelle Rae,53,"['dance rock', 'neon pop punk', 'post-teen pop']",Good Vibes Only,spotify:album:2Ve535XnM2SrrxwNOfRpoj,0.807,0.759,9,0,-5.504,0.154,0.0112,0.0,0.0676,0.691,106.005,163726,4,rock
2S1JhDcpEArlLTmNYhW4q5,"Up Where We Belong - From ""An Officer And A Gentleman""",38,3pFCERyEiP5xeN2EsPXhjI,Joe Cocker,62,"['album rock', 'blues rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",You Are So Beautiful,spotify:album:2EDnzmD8K7UP6emmirQE9H,0.581,0.344,2,1,-11.887,0.0297,0.609,8.87e-06,0.0841,0.24,139.972,233120,4,rock
4QkcVafUBjB7vgO7VfLJzV,I Believe In Dub - JAH David Remix,25,0PHXRchyECGj96MB2v1xiP,Giant Panda Guerilla Dub Squad,36,"['east coast reggae', 'ny roots', 'reggae rock']",Chants Dubbed and Remixed,spotify:album:2sq5i43qViiNTgt5Y0SUAt,0.77,0.481,11,0,-7.368,0.0568,0.0706,0.68,0.0515,0.808,139.981,285272,4,rock
6NlG1GnGi3kPyu0TL8Oq0l,Awestruck (On My Way Home),31,4i2mkyKkRrc0OvPrWqb4BE,Jason Gray,44,"['ccm', 'christian alternative rock', 'christian music']",Awestruck (On My Way Home),spotify:album:19w1ijIQtlOOMCT4qpZBO3,0.517,0.606,0,1,-8.165,0.036,0.629,0.000336,0.25,0.265,95.151,236232,4,rock
1xinBI6V4e0qSxrEzM5L05,Sit Down and Cry,28,228y2DiGvQkteqDD2dUZDD,Errol Dunkley,35,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",Give Love a Try,spotify:album:7I9RkuPLQ0uoP2dQnVRGax,0.706,0.568,5,1,-9.691,0.0409,0.0913,0.17,0.103,0.701,95.378,196253,4,rock
6N8syRCLSHedst5P0HS6Tu,I Was Here,35,2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,53,"['alternative country', 'new americana', 'roots rock', 'singer-songwriter']",Sword & Stone,spotify:album:2wg4Zk8xRMeL5dlAe3wFOQ,0.604,0.682,10,1,-7.768,0.0254,0.000276,0.0844,0.0944,0.431,129.954,166693,4,rock
5a0I95741e4Mj1hTNMb3ai,OK - Sugarshack Sessions,27,35fFUv2850L9CQjjNrLBpb,Nahko And Medicine For The People,46,['modern folk rock'],FUNCTIONAL (Sugarshack Sessions),spotify:album:1fNfZ3ZN1Qk98SZiPhc2E8,0.437,0.191,9,1,-11.021,0.0538,0.895,0.0,0.129,0.111,71.206,421441,4,rock
1E8dG77tTriZPlruoThDHT,"me, myself & I.",33,3IVZ4DbJgnhOtXQruNdomA,CVLTE,38,['japanese alternative rock'],DIGITAL PARANOIA 2052,spotify:album:1YiAAasbaRghpFfqSkq5OO,0.439,0.878,1,0,-5.318,0.0631,4.42e-05,0.0,0.418,0.403,95.082,188605,4,rock
5q16Q4e9XUtw3NQKUg4Chf,Sacramento & Polk,25,1Cc79YAHP7xvQAVQSjveP6,Alejandro Escovedo,35,"['alternative country', 'folk', 'heartland rock', 'roots rock']",Echo Dancing,spotify:album:2rerh7kET2sjKEe5cJGFfL,0.711,0.553,11,1,-11.963,0.0394,0.394,0.147,0.103,0.736,155.923,317480,4,rock
435xUEiMQMll0s4AgTUdtJ,Yeshua (Holy),21,6qk2W9h3eE5UtPJlIatzsY,Meredith Andrews,43,"['ccm', 'christian alternative rock', 'christian music']",Heaven's Frequency,spotify:album:6f1Jkfs8tfgM7G2tmUXxbj,0.342,0.565,4,0,-6.983,0.0326,0.266,0.0,0.291,0.161,139.881,530696,4,rock
1WEE83xSksC1PbPMlRIFRt,"What Love Can Do - Live at Wachovia Spectrum, Philadelphia, PA - 10/14/2009",50,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,73,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",The Live Series: Songs Of Celebration,spotify:album:2Ibu9hI7h8VjtN4dsQLWjg,0.377,0.896,0,1,-4.777,0.066,0.0211,0.0,0.424,0.429,118.579,193533,4,rock
7LORfXXvgl22ndGXjVJ8O1,Empire - Live,21,5UdQDFQ3wgUPuL5kiL7KqU,Frankie and the Witch Fingers,35,"['indie garage rock', 'neo-psychedelic']",Live At LEVITATION,spotify:album:02gCXyx8Ih4YcLGwyoIHlI,0.289,0.907,9,1,-7.029,0.112,0.000896,0.296,0.141,0.365,145.959,450727,4,rock
1g4evzbcQD7ZEgsRcAzKAL,Before And After,37,3YQf0KGXHQ5dSaSPPmUGxT,The Good The Bad and The Zugly,37,"['action rock', 'norwegian punk rock', 'norwegian rock']",Decade of Regression,spotify:album:3NiEFz2YDY0biWdjO9d6bm,0.535,0.892,4,0,-8.29,0.173,0.00522,0.0,0.254,0.427,89.977,143262,4,rock
5ARM1gcH7j5zAqBHVj45rf,Nineteen Hundred And Eighty Five - Underdubbed Mix,32,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,69,"['classic rock', 'mellow gold', 'rock', 'soft rock']",Band On The Run (Underdubbed Mixes),spotify:album:6lhPEUxM0mfnA2GNwrHulD,0.526,0.645,0,0,-8.849,0.0261,0.0174,0.945,0.3,0.517,114.914,318120,4,rock
7K1RE6DjomIbyAiBWZJ9OZ,"Women, Whiskey & Sin",27,7JF6mRd5N8LzsKugg4rcSG,Helix,33,"['canadian metal', 'classic canadian rock', 'glam metal']","Women, Whiskey & Sin",spotify:album:6ylkfYOqJvTExAOlT3ktKk,0.34,0.726,11,1,-7.992,0.0503,0.011,0.0,0.0744,0.895,171.652,191240,4,rock
